,Unnamed: 0,country,description,points,price,province,title,variety,description_preprocessed
1385,1385,Germany,"Crisp, cutting lime and lemon lend verve to crisp green apple and pear flavors in this fruity, fresh Riesling. It's approachable and refreshing, slicked with subtle honey and spice tones. The finish is brisk and clean.",88,14.0,Mosel,S.A. Prüm 2014 Essence Riesling (Mosel),Riesling,crisp cut lime lemon lend verve crisp green apple pear flavor fruity fresh riesle approachable refreshing slick subtle honey spice tone finish brisk clean
1386,1386,US,"The high alcohol is a good indication of the ultraripe fruit flavors here. Raisins and cooked cherries dominate, set against a background of tart cherry-pie acids. The concentration is impressive, as is the purity of the fruit flavors.",88,36.0,Oregon,Schmidt 2011 Malbec (Southern Oregon),Malbec,high alcohol good indication ultraripe fruit flavor raisin cook cherry dominate set background tart cherry - pie acid concentration impressive purity fruit flavor
1387,1387,Italy,"This lively white opens with aromas of peach blossom, crushed stone and whiff of toasted nut while the linear palate shows yellow peach, lemon zest and vibrant acidity. A mineral note closes the finish.",88,27.0,Northeastern Italy,Tercic 2013 Ribolla Gialla (Collio),Ribolla Gialla,lively white open aromas peach blossom crush stone whiff toast nut linear palate show yellow peach lemon zest vibrant acidity mineral note close finish
1388,1388,US,"Light and clear in color, this wine veers into cool-climate, restrained territory in its well-defined lines of sage, dried herb and stemmy earth. Dry tannins give an oomph of power beneath traces of dried rose.",88,42.0,California,August Truth 2013 Pinot Noir (Russian River Valley),Pinot Noir,light clear color wine veer cool - climate restrain territory well - define line sage dry herb stemmy earth dry tannin give oomph power beneath trace dry rise
1389,1389,South Africa,"The nose of this Chenin is light and dainty, with soft scents of toast, orange blossom, pear and white peach that dance in the glass. The palate is a bit more assertive, showing ripe flavors of pear and peach purée alongside a pleasant citric lift that refreshes the finish. Drink now.",88,16.0,Swartland,Terre Brûlée 2014 Chenin Blanc (Swartland),Chenin Blanc,nose chenin light dainty soft scent toast orange blossom pear white peach dance glass palate bit assertive show ripe flavor pear peach purée alongside pleasant citric lift refreshe finish drink
1390,1390,South Africa,"An underlying richness and toasty character grounds the upfront aromas of citrus pith, green apple and pineapple core. Accessible and friendly, the structure is soft and easy, with medium acidity and light flavors of ripe pear flesh, honeydew and creamed orange. A hint of peach-pit nuttiness graces the medium-length finish. Drink now.",88,,Swartland,Delaire Graff 2012 Chenin Blanc (Swartland),Chenin Blanc,underlie richness toasty character ground upfront aromas citrus pith green apple pineapple core accessible friendly structure soft easy medium acidity light flavor ripe pear flesh honeydew cream orange hint peach - pit nuttiness grace medium - length finish drink
1391,1391,Italy,"Delicate scents of elderflower and orchard fruit mix in the glass while the lively palate offers rennet apple, citrus zest and a whiff of nutmeg. Crisp acidity brightens the juicy flavors.",88,20.0,Northeastern Italy,Abbazia di Novacella 2014 Müller-Thurgau (Alto Adige Valle Isarco),Müller-Thurgau,delicate scent elderflower orchard fruit mix glass lively palate offer rennet apple citrus zest whiff nutmeg crisp acidity brighten juicy flavor
1392,1392,US,"Cola, black cherry and crushed purple flowers show on the nose of this bottling, one of the first reds to emerge from the 2014 vintage. It's light and energetic on the palate, with tangy cranberry juice and a touch of licorice.",88,48.0,California,Apriori 2014 Hicks Family Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,cola black cherry crush purple flower show nose bottle one first red emerge 2014 vintage light energetic palate tangy cranberry juice touch licorice
1393,1393,US,"An uncommon source grape for pink wine, this Nebbiolo shows lemon juice and watermelon on the rather rich and inviting nose. The palate's grippy texture packs flavors of strawberry fruit and lime zest, with acidic energy that would make a perfect pairing for fried chicken or heartier fish.",88,,California,Bernat 2014 Rosé of Nebbiolo (Santa Ynez Valley),Nebbiolo,uncommon source grape pink wine nebbiolo show lemon juice watermelon rather rich invite nose palate grippy texture pack flavor strawberry fruit lime zest acidic energy would make perfect pair fry chicken hearty fish
1394,1394,Argentina,"This screaming violet-colored chunkster is big and blocky up front, with aromas of vitamins and grapy black fruits. A giant palate holds big tannins, while heady flavors of black plum and oak spice finish minty, toasty and with power.",88,19.0,Mendoza Province,Bodega Norton 2013 Reserva Malbec (Mendoza),Malbec,scream violet - color chunkster big blocky front aromas vitamins grapy black fruit giant palate hold big tannin heady flavor black plum oak spice finish minty toasty power
1395,1395,US,"Rare to find on its own, as it's mainly used in sparkling-wine blends, this Pinot Meunier is earthy in dark truffle and herb, more savory, dry flavors that are wrapped in tightly woven tannins and oak. The muted fruit that's there recalls sweet raspberry.",88,40.0,California,Bouchaine 2013 Bacchus Collection Estate Vineyard Pinot Meunier (Carneros),Pinot Meunier,rare find mainly use sparkling - wine blend pinot meunier earthy dark truffle herb savory dry flavor wrap tightly weave tannin oak muted fruit recall sweet raspberry
1396,1396,US,"Dark-berry aromas meet hints of menthol and game on the nose. The medium-bodied palate follows suit on entry, but becomes lighter by the midpalate from a slick of minerality. Pair alongside gamy meats such as grilled venison loin.",88,50.0,Michigan,Brys 2012 Estate Grown Cabernet Franc (Old Mission Peninsula),Cabernet Franc,dark - berry aroma meet hint menthol game nose medium - bodied palate follow suit entry become light midpalate slick minerality pair alongside gamy meat grill venison loin
1397,1397,Portugal,"This LBV from the Bulas family vineyards, downriver from Pinhão is all ready to drink. It is fruity with just the right amount of structure. Fresh berry fruits are lifted by fine acidity and well integrated into the smooth, just tannic structure. Drink now.",88,21.0,Port,Bulas 2011 Late Bottled Vintage  (Port),Port,lbv bulas family vineyard downriver pinhão ready drink fruity right amount structure fresh berry fruit lift fine acidity well integrate smooth tannic structure drink
1398,1398,Germany,"Flavors of pressed apple and pears are uncomplicated but pleasing in this sprightly off-dry Riesling. While delicately framed, it's punchy and penetrating, finishing with a lingering apple-cider sweetness. Drink now through 2017.",88,16.0,Mosel,C. von Nell-Breuning 2014 Kaseler Dominikaner Riesling (Mosel),Riesling,flavor press apple pear uncomplicated pleasing sprightly off - dry riesling delicately frame punchy penetrate finish linger apple - cider sweetness drink 2017
1399,1399,Italy,"Varietal scents of cut grass, grapefruit and a hint of tomato vine come forward on this vibrant white. The racy palate offers gooseberry, kiwi and a note of green bell pepper that lead up to a tangy finish.",88,19.0,Northeastern Italy,Caldaro 2014 Sauvignon (Alto Adige),Sauvignon,varietal scent cut grass grapefruit hint tomato vine come forward vibrant white racy palate offer gooseberry kiwi note green bell pepper lead tangy finish
1400,1400,Portugal,"This is a fruity, juicy wine that has a dry tanninc core. That gives a mineral texture to the otherwise ripe and fruity wine. Full of black currant fruit flavors, shot through with acidity, the wine is ready to drink.",88,11.0,Dão,Casa da Passarella 2012 Somontes Colheita Red (Dão),Portuguese Red,fruity juicy wine dry tanninc core give mineral texture otherwise ripe fruity wine full black currant fruit flavor shoot acidity wine ready drink
1401,1401,US,"With 26 months in small oak barrels, aromas of coconut cream, finely ground sawdust and cherry stems ride over condensed black cherry and currant. The medium-weight palate has a plush feel to it, offering a balance of ripe berry fruit and zesty streaks of minerals.",88,25.0,Michigan,Chateau Grand Traverse 2012 Reserve Cabernet Franc (Old Mission Peninsula),Cabernet Franc,26 month small oak barrel aromas coconut cream finely ground sawdust cherry stem ride condense black cherry currant medium - weight palate plush feel offer balance ripe berry fruit zesty streak mineral
1402,1402,Italy,"Aromas of orchard fruit, nut and a light whiff of toast lift from the glass. The medium-bodied, straightforward palate offers pear, apple and a note of lemon drop. Vibrant acidity gives it a clean finish.",88,23.0,Northeastern Italy,Colterenzio 2014 Puiten Pinot Grigio (Alto Adige),Pinot Grigio,aromas orchard fruit nut light whiff toast lift glass medium - bodied straightforward palate offer pear apple note lemon drop vibrant acidity give clean finish
1403,1403,Italy,"This lively white opens with aromas of grapefruit, light oak and crushed rock. On the racy palate, zesty acidity underscores yellow peach, citrus zest, ginger and a hint of vanilla. A hint of mineral marks the finish.",88,30.0,Northeastern Italy,Manincor 2014 Tannenberg Sauvignon (Alto Adige Terlano),Sauvignon,lively white open aromas grapefruit light oak crush rock racy palate zesty acidity underscore yellow peach citrus zest ginger hint vanilla hint mineral mark finish
1404,1404,Italy,"Inviting aromas of toasted almond, pear and a whiff of chopped herb lead the nose on this linear white. The lively palate offers crisp apple, nectarine zest and flinty mineral accompanied by bright acidity.",88,28.0,Northeastern Italy,Mario Schiopetto 2013 Pinot Grigio (Collio),Pinot Grigio,invite aroma toast almond pear whiff chop herb lead nose linear white lively palate offer crisp apple nectarine zest flinty mineral accompany bright acidity
1405,1405,US,"This is an unusual commingling of mostly Rhone varieties, a mix of 75% Viognier, 12% Roussanne and 12% Marsanne, with the addition of 3% Sémillon. Honeycomb and Nilla wafer rise from the nose before a medium-bodied swirl of sour lemon, grapefruit and yuzu give it tartness on the finish.",88,22.0,California,Martin Ray 2014 The Tower White (Dry Creek Valley),White Blend,unusual commingling mostly rhone variety mix 75 viognier 12 roussanne 12 marsanne addition 3 sémillon honeycomb nilla wafer rise nose medium - bodied swirl sour lemon grapefruit yuzu give tartness finish
1406,1406,US,"This big but balanced wine has melon and apple aromas, lots of fruit and toasty oak in the flavors, and a super-smooth and rich texture. The finish lingers.",88,15.0,California,Matchbook 2014 Old Head Chardonnay (Dunnigan Hills),Chardonnay,big balanced wine melon apple aromas lot fruit toasty oak flavor super - smooth rich texture finish linger
1407,1407,Italy,"Grapefruit, peach and nectarine aromas carry over to the racy palate along with apricot. Zesty acidity provides refreshing balance and a tangy finish.",88,20.0,Northeastern Italy,Nals Margreid 2014 Kerner (Alto Adige),Kerner,grapefruit peach nectarine aroma carry racy palate along apricot zesty acidity provide refreshing balance tangy finish
1408,1408,Italy,"This linear wine opens with aromas that suggest tomato vine, white spring flower and yellow grapefruit that carry over to the crisp palate along with a hint of zesty lemon peel. Racy acidity adds even more verve.",88,20.0,Northeastern Italy,Nals Margreid 2014 Sauvignon (Alto Adige),Sauvignon,linear wine open aroma suggest tomato vine white spring flower yellow grapefruit carry crisp palate along hint zesty lemon peel racy acidity add even verve
1409,1409,US,"Opaque and thick, this soft, black peppery wine is ripe and bright in clove, crisp red currant and cranberry, with a streak of eucalyptus-like mint. It finishes in a subtle flourish of cedar and tar.",88,70.0,California,Paratus 2012 Cabernet Sauvignon (Mount Veeder),Cabernet Sauvignon,opaque thick soft black peppery wine ripe bright clove crisp red currant cranberry streak eucalyptus - like mint finish subtle flourish cedar tar
1410,1410,Germany,"Aromas of pressed apples and pears turn fleshier and riper on the palate of this forward, concentrated Riesling. Sumptuous peach and apricot flavors amass a honeyed sweetness on the midpalate, balanced neatly by squirts of tangerine acidity. It's an approachable, fruity wine to drink now through 2017.",88,9.0,Mosel,Peter Mertes 2014 Platinum Riesling (Mosel),Riesling,aromas press apple pear turn fleshy riper palate forward concentrate riesle sumptuous peach apricot flavors amass honey sweetness midpalate balance neatly squirt tangerine acidity approachable fruity wine drink 2017
1411,1411,Portugal,"The dark color and high acidity of this wine are both typical of the Sousão grape which is normally found only in Douro blends. It is ripe, fruity and juicy although with tight acidity and black currant fruits. The wine's tannins suggest it needs to age, so drink from 2017.",88,40.0,Douro,Quinta do Vallado 2013 Sousão (Douro),Sousão,dark color high acidity wine typical sousão grape normally find douro blend ripe fruity juicy although tight acidity black currant fruit wine tannin suggest need age drink 2017
1412,1412,Portugal,"The balance between wood aging and fruit is at its best in this wine. It shows plenty of red fruits filled out with raisins and nutmeg. As a contrast the wood aging has brought out a spicy, almond character. It is fresh, on the dry side for an aged tawny and, of course, ready to drink.",88,30.0,Port,Quinta dos Murças NV 10 Anos Old Tawny  (Port),Port,balance wood age fruit good wine show plenty red fruit fill raisin nutmeg contrast wood aging bring spicy almond character fresh dry side aged tawny course ready drink
1413,1413,US,"While big and brawny in style, this Pinot still maintains good balance. The aromas resemble toasty, spicy oak, with cranberry and dark cherry notes. The flavors echo the nose and are vivid due to lively acidity and a firm layer of tannins.",88,16.0,California,Replica 2014 Pinot Noir (California),Pinot Noir,big brawny style pinot still maintain good balance aroma resemble toasty spicy oak cranberry dark cherry note flavors echo nose vivid due lively acidity firm layer tannin
1414,1414,France,"Big, full bodied and concentrated, this is a ripe, rich wine. Ripe plum flavors are balanced with nervy acidity and dense tannins. This is a wine that will still need to age, so don't drink before 2017.",93,,Provence,Domaine de l'Hermitage 2010 Red (Bandol),Rhône-style Red Blend,big full bodied concentrated ripe rich wine ripe plum flavor balance nervy acidity dense tannin wine still need age not drink 2017
1415,1415,France,"This is a remarkably spicy wine that is also finely balanced. It's sophisticated as well as rich, with spice and lychee flavors lifted by a crisp edge of acidity. It's complex in texture and should age well. Drink from 2015.",93,31.0,Alsace,Domaine Weinbach 2011 Cuvée Théo Gewurztraminer (Alsace),Gewürztraminer,remarkably spicy wine also finely balance sophisticated well rich spice lychee flavor lift crisp edge acidity complex texture age well drink 2015
1416,1416,France,"This is a medium-sweet wine that's warm and rich due to the ripening abilities of the Spiegel vineyard. It is spiced, concentrated and full of a smoky character that contrasts with its fruitiness. It's ready to drink now, although it will certainly age well. Drink until 2019.",93,30.0,Alsace,Domaines Schlumberger 2007 Spiegel Grand Cru Pinot Gris (Alsace),Pinot Gris,medium - sweet wine warm rich due ripen ability spiegel vineyard spice concentrate full smoky character contrast fruitiness ready drink although certainly age well drink 2019
1417,1417,US,"The cool vintage was a challenge, which speaks well of the winery's vineyard team. Blended with 5% Petite Sirah, the wine is unusually complex and sumptuous, even by Dry Creek standards. The flavors are rich with wild summer blueberries and blackberries, and savory with pepper and other exotic spices.",93,38.0,California,Dry Creek Vineyard 2011 Somers Ranch Zinfandel (Dry Creek Valley),Zinfandel,cool vintage challenge speak well winery vineyard team blend 5 petite sirah wine unusually complex sumptuous even dry creek standard flavor rich wild summer blueberry blackberry savory pepper exotic spice
1418,1418,US,"The sixteenth edition of Dunham's benchmark Cabernet Sauvignon bears a strong scent of new oak—it's aged in 70% French and 30% American. The wood is dominant, which is not surprising in a wine built for long term aging. Given plenty of time to breathe, bright red fruits, citrusy acids and a lovely mix of toast, caramel and clove accents emerge.",93,45.0,Washington,Dunham 2010 XVI Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,sixteenth edition dunham benchmark cabernet sauvignon bear strong scent new oak — it age 70 french 30 american wood dominant surprising wine build long term age give plenty time breathe bright red fruit citrusy acid lovely mix toast caramel clove accent emerge
1419,1419,US,"Richly aromatic, on the strength of the nose alone this could pass for something from Napa's Rutherford Bench. The blue and purple fruit notes and dusty tannins all say California, but the laser-like definition, minerality and natural acidity prove it's Washington fruit all the way. Strikingly dense and complex, with decades of life ahead.",93,50.0,Washington,Tamarack Cellars 2009 Ciel du Cheval Vineyard Reserve Red (Red Mountain),Bordeaux-style Red Blend,richly aromatic strength nose alone could pass something napa rutherford bench blue purple fruit note dusty tannin say california laser - like definition minerality natural acidity prove washington fruit way strikingly dense complex decade life ahead
1420,1420,US,"Sourced entirely from the Sagemoor vineyard, this richly endowed Viognier smothers the palate in a lush mix of fat, candied citrus and tropical fruits. Honeysuckle and orange pekoe tea flavors trickle into the lingering, lip-smacking finish.",93,24.0,Washington,Tamarack Cellars 2012 Viognier (Columbia Valley (WA)),Viognier,source entirely sagemoor vineyard richly endow viognier smother palate lush mix fat candy citrus tropical fruit honeysuckle orange pekoe tea flavor trickle linger lip - smacking finish
1421,1421,France,"Sweet and rich, this is a wine that combines honey with a touch of toast and smokiness. The mid palate is filled with apricot and fresh lemon flavors. There is a fine acidity on the finish that gives a delicious lift.",93,,Alsace,Trimbach 2007 Vendanges Tardives Gewurztraminer (Alsace),Gewürztraminer,sweet rich wine combine honey touch toast smokiness mid palate fill apricot fresh lemon flavor fine acidity finish give delicious lift
1422,1422,Austria,"Alluring white-pepper spice, with nuances of dried thyme and seductive cherry fruit, make this a compelling choice with more depth than force. This is subtle and velvety, quietly convincing and very long. Firm yet ripe tannins provide structure and ageability. This will be even more elegant with a few years of cellaring; drink 2016–2020.",93,,Burgenland,Krutzler 2011 Reserve Blaufränkisch (Burgenland),Blaufränkisch,alluring white - pepper spice nuance dry thyme seductive cherry fruit make compelling choice depth force subtle velvety quietly convince long firm yet ripe tannin provide structure ageability even elegant year cellare drink 2016–2020
1423,1423,US,"The 2005 and 2006 bottlings of this Cabernet were awesome. So is this 2007. At the age of more than six years, it's just beginning its long journey. It's still tannic, but with ripe, sweet tannins that frame gorgeous, deeply satisfying blueberry, black currant, mocha and cedar flavors. It drinks well now, and will develop further in the bottle over the next eight years.",93,86.0,California,Marita's Vineyard 2007 SOMA Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,2005 2006 bottling cabernet awesome 2007 . age six year begin long journey still tannic ripe sweet tannin frame gorgeous deeply satisfy blueberry black currant mocha cedar flavor drink well develop bottle next eight year
1424,1424,US,"Sourced principally from Klipsun, with smaller amounts from Champoux and Seven Hills, this tight, dark, richly-flavored wine has impeccable credentials. Black fruits, espresso and citrus—notably blood orange—mingle seamlessly, though it takes some hours to open up. The Red Mountain fruit contributes characteristic notes of iron ore and underlying minerality.",92,55.0,Washington,Pamplin 2010 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,source principally klipsun small amount champoux seven hill tight dark richly - flavor wine impeccable credential black fruit espresso citrus — notably blood orange — mingle seamlessly though take hour open red mountain fruit contribute characteristic note iron ore underlie minerality
1425,1425,Austria,"Red cherry fruit, with edges of white pepper, plays charmingly on both the nose and palate. The svelte figure of the wine belies its depth: this has subtle, Burgundian virtues and earthy undertones that provoke stimulating conversation and thought. An ideal accompaniment for subtle, nuanced dishes or a really good book.",92,,Leithaberg,Prieler 2010 Blaufränkisch (Leithaberg),Blaufränkisch,red cherry fruit edge white pepper play charmingly nose palate svelte figure wine belie depth subtle burgundian virtue earthy undertone provoke stimulate conversation think ideal accompaniment subtle nuance dish really good book
1426,1426,France,"This is a textured wine with ripe and perfumed fruitiness. Honeyed in style and medium-sweet on the palate, it's a complex, rich wine that's ready to drink now, but could also improve with age.",92,28.0,Alsace,Rieflé 2010 Steinert Grand Cru Pinot Gris (Alsace),Pinot Gris,texture wine ripe perfumed fruitiness honey style medium - sweet palate complex rich wine ready drink could also improve age
1427,1427,France,"Richly sweet, this is a wine that has traded primary fruitiness with deliciously balanced honey flavor and lively citrus acidity. It's a wine that has richness, intense flavor and the ability to age further.",92,45.0,Alsace,Rieflé 2010 Zinnkoepflé Grand Cru Vendanges Tardives Pinot Gris (Alsace),Pinot Gris,richly sweet wine trade primary fruitiness deliciously balance honey flavor lively citrus acidity wine richness intense flavor ability age
1428,1428,US,"Coming on the heels of the extraordinary 2009 vintage, this '10 is a worthy followup. It's bone dry, tannic and enormously complex, offering waves of blackberry, currant, cola, new oak and spice flavors. It's so good now, you may not want to cellar it, but try. It will begin to approach its peak after 2017.",92,85.0,California,Rocca 2010 Collinetta Vineyard Cabernet Sauvignon (Coombsville),Cabernet Sauvignon,come heel extraordinary 2009 vintage worthy followup bone dry tannic enormously complex offer wave blackberry currant cola new oak spice flavor good may want cellar try begin approach peak 2017
1429,1429,US,"The 85% of Cabernet Sauvignon is upfront, with Syrah providing an accent. It's tightly wound, with notes of dusty cherry, sautéed herbs and spices, and tart cranberries supported by chewy, firm tannins that need time in the cellar to come into their own. Best after 2017.",92,50.0,Washington,Buty 2010 Columbia Rediviva Phinny Hill Vineyard Red (Horse Heaven Hills),Red Blend,85 cabernet sauvignon upfront syrah provide accent tightly wound note dusty cherry sautéed herb spice tart cranberry support chewy firm tannin need time cellar come good 2017
1430,1430,US,"Caldwell managed to wrest plenty of blackberry and cherry fruit into this Cabernet Sauvignon-based blend, even though the vintage was a tough one. The wine, aged in 80% new French oak, is elaborate and opulent, but the tannins are strong, giving the palate a lockdown astringency. It should age well though and your window of drinking begins in 2019.",92,120.0,California,Caldwell 2011 Silver Red (Napa Valley),Bordeaux-style Red Blend,caldwell manage wr plenty blackberry cherry fruit cabernet sauvignon - base blend even though vintage tough one wine age 80 new french oak elaborate opulent tannin strong give palate lockdown astringency age well though window drinking begin 2019
1431,1431,US,"This brings bracing minerality into the forefront, in a terroir-driven wine with excellent penetration and depth. A fresh mix of citrus and stone, this elevates Viognier into the top echelons of Washington white wines.",92,30.0,Washington,Charles Smith 2012 Stoneridge Vineyard Viognier (Columbia Valley (WA)),Viognier,bring brace minerality forefront terroir - drive wine excellent penetration depth fresh mix citrus stone elevate viognier top echelon washington white wine
1432,1432,France,"Firm and tannic in structure, this is a wine for aging. Ripe, dark fruits add power and a density of texture. Drink from 2016.",92,25.0,Provence,Château Paradis 2010 Terre des Anges Red (Coteaux d'Aix-en-Provence),Red Blend,firm tannic structure wine age ripe dark fruit add power density texture drink 2016
1433,1433,France,"Structured and firm, this is a tight wine with powerful, youthful acidity as well as a dense structure and dark tannins. It has weight as well, indicating a wine with excellent aging potential. Drink from 2016.",92,40.0,Provence,Château Salettes 2011 Red (Bandol),Rhône-style Red Blend,structure firm tight wine powerful youthful acidity well dense structure dark tannin weight well indicate wine excellent age potential drink 2016
1434,1434,South Africa,"A blend of 69% Cabernet Sauvignon, 22% Cabernet Franc and 9% Merlot, this is a dense and brooding wine, with dark notes of cassis, licorice, black plum, date and cigar-box spice on the nose and in the mouth. The palate is firmly structured, with medium tannins and balanced alcohol that lend the wine a crushed-velvet texture. Glimmers of charred oak and toasted spice linger long on the finish. Delicious now, but should develop more layer and nuance with time; drink through 2018.",92,50.0,Simonsberg-Stellenbosch,Kanonkop 2008 Paul Sauer Red (Simonsberg-Stellenbosch),Bordeaux-style Red Blend,blend 69 cabernet sauvignon 22 cabernet franc 9 merlot dense brood wine dark note cassis licorice black plum date cigar - box spice nose mouth palate firmly structure medium tannin balanced alcohol lend wine crush - velvet texture glimmer char oak toast spice linger long finish delicious develop layer nuance time drink 2018
1435,1435,US,"The 2010 Bello Rosso sticks to the 50-50 Sangiovese, Cabernet Sauvignon formula, with a full, round, ripe and balanced palate. Fruity and forward, with citrus-accented cherry fruit, it pulls together the strengths of both grapes, with taut acidity and firm tannins.",92,32.0,Washington,Walla Walla Vintners 2010 Bello Rosso Cabernet Sauvignon-Sangiovese (Columbia Valley (WA)),Cabernet Sauvignon-Sangiovese,2010 bello rosso stick 50 - 50 sangiovese cabernet sauvignon formula full round ripe balanced palate fruity forward citrus - accent cherry fruit pull together strength grape taut acidity firm tannin
1436,1436,US,"This sources grapes from the oldest (1972) blocks at Sagemoor, yielding a deep, rich and intense wine saturated with black cherry, cassis, licorice and barrel flavors. It's perfectly balanced, drinking beautifully, and fit for cellaring over a decade or longer.",92,40.0,Washington,Walla Walla Vintners 2010 Sagemoor Vineyard Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,source grape oldest 1972 block sagemoor yield deep rich intense wine saturate black cherry cassis licorice barrel flavor perfectly balance drink beautifully fit cellare decade long
1437,1437,France,"Dense and structured, this is a wine with good potential. It has weight, concentrated tannins and ripe fruit, as well as a solid, full-bodied feel. The palate is marked with power, a fine mineral texture and great acidity on the finish. Drink from 2017.",92,,Provence,Domaine de Val d'Arenc 2011 Red (Bandol),Rhône-style Red Blend,dense structure wine good potential weight concentrate tannin ripe fruit well solid full - bodied feel palate marked power fine mineral texture great acidity finish drink 2017
1438,1438,Austria,"A hint of mossy undergrowth leads on the nose, while lovely notes of white-pepper dusted green and yellow pear unfold on the soft, rounded palate. Those looking for texture as well as flavor will not be disappointed. Those who have the patience to cellar this will be rewarded with complex, mature flavors and great concentration. Drink 2016–2020.",92,46.0,Wachau,Domäne Wachau 2012 Achleiten Smaragd Grüner Veltliner (Wachau),Grüner Veltliner,hint mossy undergrowth lead nose lovely note white - pepper dust green yellow pear unfold soft rounded palate look texture well flavor disappoint patience cellar reward complex mature flavor great concentration drink 2016–2020
1439,1439,US,"This is the first vintage for Upright—100% Klipsun Vineyard and 100% varietal Merlot. Thick and syrupy, it's a full throttle wine, with deep flavors of berry, cherry and cassis. Red licorice lightly streaks through the back end, and the wine makes a smooth landing on a strip of Bourbon barrel notes.",92,39.0,Washington,Efeste 2010 Upright Klipsun Vineyard Merlot (Red Mountain),Merlot,first vintage upright—100 klipsun vineyard 100 varietal merlot thick syrupy full throttle wine deep flavor berry cherry cassis red licorice lightly streak back end wine make smooth landing strip bourbon barrel note
1440,1440,US,"Sourced from a vineyard high up in the Mayacamas, on the Sonoma County side, this wine is intense with mountain grown fruit. The palate is full of ripe black currants, mocha and plenty of toasty oak. The tannins, while soft and pliant, are penetrating. All indications are of a wine that wants time in the cellar. Drink from 2016 till well beyond.",92,85.0,California,Ferrari-Carano 2008 PreVail Back Forty Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,source vineyard high mayacamas sonoma county side wine intense mountain grow fruit palate full ripe black currant mocha plenty toasty oak tannin soft pliant penetrating indication wine want time cellar drink 2016 till well beyond
1441,1441,Austria,"Very subtle but ultimately seductive wild cherry notes captivate on the nose, while the body is luscious, rounded, generous and inviting, without an ounce of fat. There are hints of clove and anise, a deep, mellow cherry core and haunting floral hints. Drink 2015–2020.",92,,Wagram-Donauland,Fritsch 2011 'P' Pinot Noir (Wagram-Donauland),Pinot Noir,subtle ultimately seductive wild cherry note captivate nose body luscious rounded generous inviting without ounce fat hint clove anise deep mellow cherry core haunt floral hint drink 2015–2020
1442,1442,Austria,"Brooding flavors of dark cherry and pure cocoa initially play on the palate, but it slowly opens up to reveal a deceptive lightness. The body is sleek yet concentrated, with super-soft tannins. With haunting edges of cherries preserved in kirsch and bitter chocolate, this is an intriguing, elegant wine that's lovely now but will also age gracefully through 2019.",92,60.0,Burgenland,Judith Beck 2011 Pannobile Red (Burgenland),Austrian Red Blend,brood flavor dark cherry pure cocoa initially play palate slowly open reveal deceptive lightness body sleek yet concentrated super - soft tannin haunt edge cherry preserve kirsch bitter chocolate intrigue elegant wine lovely also age gracefully 2019
1443,1443,US,"Dark and thick in the glass, this blend of 82% Syrah and 18% Mourvèdre leads with black cherry syrup, smoked beef and dark chocolate aromas, which blossom as the wine opens. Rich and lavish on the palate, it has fine tannins that frame its blueberry, cassis and mocha flavors. It's firmly structured, with a lingering acidity.",94,75.0,California,Epoch Estate Wines 2013 Authenticity Red (Paso Robles),Rhône-style Red Blend,dark thick glass blend 82 syrah 18 mourvèdre lead black cherry syrup smoke beef dark chocolate aromas blossom wine open rich lavish palate fine tannin frame blueberry cassis mocha flavor firmly structure linger acidity
1444,1444,US,"A partnership between the Delicato Family and country musician Zac Brown, this well-made wine shows a wealth of flavor and complexity, from dusty saddle and earth to black cherry and berry. Muscular and dense, it reveals plenty of underlying structure and grace, with a bright sprinkling of spicy pepper on the finish. Drink ideally between 2020 and 2023.",94,120.0,California,Z. Alexander Brown 2013 Limited Release Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,partnership delicato family country musician zac brown well - make wine show wealth flavor complexity dusty saddle earth black cherry berry muscular dense reveal plenty underlying structure grace bright sprinkle spicy pepper finish drink ideally 2020 2023
1445,1445,France,Bouscassé is the home of Alain Brumont who also owns Château Montus in Madiran. This powerful wine with its blend of Tannat with the two Cabernets (Franc and Sauvignon) is dense and packed with firm tannins. It is also equally full of generous black-plum fruits and considerable acidity. This is still young—it's a concentrated wine that needs to age further. Drink from 2019.,94,25.0,Southwest France,Alain Brumont 2011 Château Bouscassé Red (Madiran),Red Blend,bouscassé home alain brumont also own château montus madiran powerful wine blend tannat two cabernet franc sauvignon dense pack firm tannin also equally full generous black - plum fruit considerable acidity still young — it concentrate wine need age drink 2019
1446,1446,France,"Crisp and packed with lively lemon-like acidity, this wine shows both minerality and intense fruitiness. Textured and tight, it has hints of yellow fruit in the background that will blossom as the wine develops. Drink from 2021.",94,80.0,Burgundy,Alex Gambal 2014 La Maltroie Premier Cru  (Chassagne-Montrachet),Chardonnay,crisp pack lively lemon - like acidity wine show minerality intense fruitiness texture tight hint yellow fruit background blossom wine develop drink 2021
